student_id,gender,age,parental_education,hours_studied,attendance,sleep_hours,previous_scores,internet_usage,tutoring_sessions,extracurricular,exam_score
S0992,female,19,post_graduate,1.0,55.0,6.2,33.3,7.4,0.0,yes,47.4
S0993,female,18,none,4.5,66.6,7.1,49.7,3.6,4.0,yes,69.9
S0994,female,16,post_graduate,3.0,67.7,7.0,26.6,4.3,4.0,no,64.9
S0995,female,17,high_school,1.1,54.7,5.5,39.8,,1.0,no,51.7
S0996,female,21,none,4.4,66.8,6.1,51.8,4.6,,yes,62.8
S0997,female,16,graduate,9.9,93.7,8.0,93.6,2.2,1.0,yes,95.8
S0998,female,19,high_school,4.7,100.0,6.4,80.5,4.6,6.0,no,84.3
S0999,male,17,graduate,4.1,70.8,6.2,39.6,5.6,,yes,55.4
S1000,female,17,graduate,6.2,68.9,7.1,71.6,3.0,1.0,no,70.8
S1001,female,21,none,5.6,80.6,7.8,83.6,0.9,4.0,yes,92.2
S1002,female,16,post_graduate,6.0,75.6,5.5,79.6,3.4,6.0,no,93.5
S1003,female,22,high_school,4.5,56.2,7.1,60.9,5.3,5.0,no,75.4
S1004,male,17,graduate,6.2,60.9,6.0,25.9,5.7,1.0,yes,49.6
S1005,female,17,graduate,7.6,82.8,7.4,63.9,4.5,5.0,no,84.6
S1006,male,18,graduate,,63.7,7.3,49.3,3.3,3.0,no,64.1
S1007,male,17,high_school,8.0,87.3,8.2,66.4,2.4,2.0,no,85.9
S1008,male,19,high_school,4.3,80.3,7.9,74.3,2.4,5.0,yes,85.0
S1009,female,17,graduate,9.2,74.6,8.1,73.8,2.7,3.0,no,91.9
S1010,female,18,high_school,3.0,63.5,7.4,58.5,4.5,4.0,no,68.0
S1011,male,20,high_school,8.2,96.0,7.4,78.2,2.7,6.0,yes,88.7
S1012,male,20,graduate,7.5,77.8,6.6,45.0,3.6,3.0,no,71.1
S1013,female,19,graduate,8.3,90.8,8.2,60.9,1.3,,yes,99.9
S1014,male,21,none,1.2,61.2,6.7,46.2,3.9,4.0,yes,59.9
S1015,male,21,high_school,8.5,88.0,7.1,78.9,3.0,4.0,yes,86.2
S1016,female,22,high_school,7.1,67.9,6.9,48.2,3.9,1.0,yes,64.8
S1017,female,22,none,1.1,50.0,6.1,28.2,4.6,0.0,no,41.0
S1018,male,19,high_school,1.0,81.5,5.6,40.4,3.7,5.0,no,53.2
S1019,male,17,none,3.5,68.0,7.4,48.2,2.8,1.0,no,54.4
S1020,female,17,post_graduate,6.9,77.4,6.8,68.0,5.1,4.0,no,81.7
S1021,female,20,graduate,8.1,74.8,8.4,64.7,4.0,2.0,yes,83.2
S1022,female,20,none,2.9,58.4,4.9,62.5,2.7,3.0,no,58.5
S1023,male,16,none,4.3,68.3,6.0,44.3,4.9,1.0,yes,58.3
S1024,female,20,graduate,12.1,78.6,7.6,95.9,2.5,3.0,yes,99.8
S1025,male,22,high_school,6.5,100.0,8.3,81.4,2.1,4.0,yes,93.2
S1026,male,20,graduate,5.5,64.5,7.0,68.5,5.4,2.0,no,74.5
S1027,female,19,post_graduate,5.4,62.1,6.8,51.2,4.2,3.0,yes,74.1
S1028,female,16,graduate,6.0,67.7,5.7,67.5,2.2,2.0,yes,81.1
S1029,female,21,high_school,5.8,86.4,5.9,67.2,,4.0,yes,87.5
S1030,female,16,graduate,2.5,59.9,6.2,32.9,5.5,0.0,yes,58.6
S1031,male,17,post_graduate,,57.5,5.3,51.0,3.6,1.0,no,62.7
S1032,male,17,graduate,1.0,63.3,5.2,27.6,6.7,0.0,yes,50.2
S1033,male,16,graduate,6.7,79.8,7.1,65.9,1.5,6.0,no,90.5
S1034,male,16,high_school,5.1,80.8,6.0,52.9,4.4,3.0,yes,72.0
S1035,female,17,high_school,3.9,70.9,,47.5,3.5,,no,61.9
S1036,male,22,graduate,,100.0,8.3,82.6,0.9,4.0,yes,99.5
S1037,female,19,post_graduate,1.4,75.2,4.6,36.9,5.3,0.0,no,52.3
S1038,female,19,graduate,1.6,50.0,5.0,46.5,6.3,3.0,yes,59.1
S1039,male,19,graduate,4.1,85.2,4.8,66.1,,4.0,yes,75.6
S1040,male,19,high_school,7.3,83.5,,70.6,1.9,2.0,no,82.6
S1041,male,17,high_school,10.1,90.8,8.0,82.4,1.4,8.0,no,98.9
S1042,male,22,graduate,4.1,51.9,5.9,51.1,3.2,1.0,no,64.1
S1043,male,18,high_school,6.8,79.4,7.4,75.2,2.4,5.0,no,85.3
S1044,female,20,graduate,5.2,63.1,5.3,36.2,5.3,0.0,no,54.5
S1045,female,20,high_school,5.6,74.9,7.1,49.4,4.2,,yes,66.9
S1046,male,20,graduate,4.1,87.4,6.5,53.4,4.0,1.0,yes,76.3
S1047,male,20,post_graduate,8.4,59.9,6.8,77.6,5.0,0.0,yes,81.8
S1048,male,17,high_school,1.0,54.1,5.6,30.7,5.2,3.0,yes,47.9
S1049,male,18,high_school,9.3,93.7,6.2,75.2,2.0,5.0,no,93.6
S1050,male,17,graduate,10.2,82.3,,84.7,4.9,,yes,90.0
S1051,male,18,post_graduate,1.4,69.6,7.0,49.8,6.5,2.0,yes,68.8
S1052,female,17,graduate,4.9,76.8,7.0,49.7,1.5,3.0,no,71.1
S1053,female,22,none,5.8,77.7,7.6,61.7,3.9,4.0,yes,79.1
S1054,male,16,none,4.5,70.4,6.9,55.6,3.7,4.0,no,63.4
S1055,male,18,high_school,6.2,54.8,6.3,29.3,,1.0,no,55.1
S1056,female,20,high_school,2.0,54.3,4.8,38.0,3.9,0.0,no,39.8
S1057,male,18,post_graduate,4.1,75.4,,52.8,3.0,3.0,no,77.8
S1058,male,21,post_graduate,8.2,81.9,7.1,71.4,,5.0,yes,100.0
S1059,male,19,high_school,4.6,74.3,8.3,48.3,2.7,3.0,yes,79.9
S1060,female,18,high_school,3.5,62.9,6.9,61.0,5.4,5.0,yes,72.8
S1061,male,21,high_school,7.4,75.3,8.1,65.6,1.7,,yes,82.6
S1062,female,19,post_graduate,1.0,50.0,5.6,20.0,6.7,0.0,no,36.7
S1063,male,21,graduate,7.7,78.8,6.5,76.2,0.5,4.0,yes,100.0
S1064,male,19,graduate,1.0,50.0,5.7,21.0,7.3,0.0,no,45.6
S1065,female,16,high_school,1.8,72.3,6.5,54.1,6.0,2.0,no,59.7
S1066,male,18,graduate,2.7,57.2,5.2,34.5,5.0,0.0,yes,51.4
S1067,female,21,high_school,4.4,57.3,5.5,26.6,,0.0,no,57.8
S1068,female,22,high_school,7.9,94.5,6.9,78.1,3.2,7.0,yes,94.2
S1069,male,16,graduate,4.2,65.2,7.6,62.9,6.3,1.0,no,69.4
S1070,female,20,graduate,6.9,75.8,5.0,67.4,4.1,,no,82.2
S1071,female,18,high_school,3.0,60.1,7.4,63.5,3.2,4.0,yes,69.3
S1072,male,17,none,8.7,73.0,6.0,56.9,1.5,,yes,81.6
S1073,male,17,high_school,5.5,75.6,5.4,40.2,2.6,1.0,yes,71.0
S1074,male,17,high_school,4.2,50.0,6.8,50.7,5.6,1.0,no,59.0
S1075,female,22,graduate,6.4,81.6,7.6,90.5,2.0,5.0,yes,93.3
S1076,male,21,post_graduate,6.5,65.9,7.3,63.0,4.8,3.0,yes,78.6
S1077,male,21,none,2.3,54.8,6.4,28.3,5.2,0.0,no,46.5
S1078,male,19,high_school,,74.0,7.9,37.0,3.2,2.0,no,60.1
S1079,male,17,high_school,9.1,87.7,7.7,66.9,0.8,4.0,no,91.3
S1080,female,20,graduate,6.8,90.3,6.8,50.9,4.9,2.0,yes,82.2
S1081,male,21,high_school,5.9,58.6,6.6,48.7,,3.0,no,71.5
S1082,male,22,graduate,4.3,67.6,,65.8,6.5,1.0,no,62.2
S1083,male,18,high_school,,67.5,5.7,48.8,5.0,2.0,yes,64.3
S1084,male,21,graduate,8.5,82.2,7.0,89.2,1.0,5.0,yes,100.0
S1085,male,18,post_graduate,5.7,81.5,6.4,74.5,5.1,1.0,yes,84.8
S1086,female,22,post_graduate,6.5,92.9,5.0,57.4,3.4,,yes,80.4
S1087,male,21,post_graduate,7.5,80.2,7.1,90.8,3.0,4.0,no,93.5
S1088,male,19,graduate,7.4,76.4,5.1,78.5,3.7,0.0,yes,81.5
S1089,female,19,post_graduate,1.4,68.1,6.4,49.8,0.8,2.0,no,67.2
S1090,male,19,high_school,4.7,62.3,7.1,46.3,6.2,1.0,yes,64.3
S1091,female,20,high_school,2.1,54.7,6.1,60.9,4.7,4.0,yes,66.8
S1092,female,21,none,6.0,64.0,7.8,51.0,4.4,,no,64.7
S1093,female,18,graduate,6.7,66.1,5.7,54.3,3.1,3.0,no,75.9
S1094,female,22,post_graduate,5.8,84.2,7.5,68.6,4.1,3.0,yes,85.2
S1095,male,21,high_school,5.5,76.4,7.4,78.2,2.4,3.0,no,81.5
S1096,male,22,graduate,6.7,66.4,5.1,55.3,4.8,3.0,yes,72.1
S1097,female,16,graduate,6.8,77.9,8.7,43.6,2.3,0.0,no,84.4
S1098,female,19,post_graduate,1.0,50.0,5.4,20.0,6.6,1.0,yes,52.3
S1099,female,17,graduate,7.1,73.0,6.3,69.8,3.6,4.0,no,85.7
S1100,female,22,post_graduate,6.7,74.0,5.5,55.2,3.3,5.0,yes,90.5
S1101,female,16,high_school,6.4,88.2,6.8,66.6,3.2,5.0,no,88.7
S1102,male,22,high_school,1.0,50.0,4.9,21.8,6.3,0.0,no,37.6
S1103,female,16,graduate,,92.9,7.6,93.7,0.5,3.0,yes,96.7
S1104,male,22,high_school,6.3,69.2,6.2,66.7,4.5,1.0,no,71.0
S1105,female,19,none,6.7,84.3,7.6,61.7,3.5,6.0,yes,84.6
S1106,female,17,graduate,2.9,61.2,5.7,36.0,3.0,3.0,yes,57.7
S1107,male,19,graduate,4.6,67.9,5.3,71.8,3.9,2.0,no,65.9
S1108,female,22,graduate,3.2,59.8,5.9,43.7,4.6,0.0,yes,62.5
S1109,male,19,high_school,4.1,55.2,,61.0,4.5,1.0,yes,65.3
S1110,male,17,graduate,0.49617602887625945,89.8,7.7,87.9,0.5,4.0,yes,94.6
S1111,female,16,high_school,2.8,64.2,5.6,70.6,3.2,1.0,no,62.0
S1112,female,16,none,5.1,92.5,6.7,63.7,4.9,3.0,yes,84.0
S1113,male,22,graduate,6.7,78.4,8.0,78.7,3.0,5.0,yes,89.5
S1114,male,21,none,4.4,63.7,6.0,59.2,2.9,4.0,no,70.4
S1115,female,17,none,6.0,70.4,7.4,57.4,3.7,3.0,no,72.1
S1116,male,16,graduate,6.3,77.8,6.3,69.6,4.1,0.0,no,78.6
S1117,female,20,none,10.7,100.0,9.0,100.0,1.6,5.0,no,100.0
S1118,female,19,post_graduate,3.7,64.7,6.2,61.4,4.0,5.0,no,75.7
S1119,female,22,graduate,7.1,59.4,5.9,57.2,5.1,3.0,yes,76.4
S1120,male,20,post_graduate,10.1,87.0,7.6,84.5,3.9,4.0,yes,100.0
S1121,female,20,none,7.0,70.0,6.7,49.7,3.2,4.0,no,73.7
S1122,male,21,graduate,7.0,78.4,6.4,58.6,2.6,4.0,no,83.6
S1123,male,21,high_school,7.3,74.3,6.4,71.4,4.0,0.0,no,86.6
S1124,female,21,post_graduate,1.6,58.0,5.9,38.0,5.7,0.0,yes,67.0
S1125,male,20,high_school,8.9,91.8,8.4,85.6,3.3,4.0,yes,94.8
S1126,male,18,high_school,3.2,53.1,4.4,38.4,6.5,2.0,no,39.0
S1127,male,18,post_graduate,2.9,70.8,6.7,65.2,2.4,,no,78.3
S1128,male,20,high_school,5.1,62.3,6.6,35.5,3.6,0.0,no,60.6
S1129,male,19,none,4.9,70.6,,59.7,3.2,3.0,no,76.4
S1130,female,22,high_school,5.2,74.1,7.7,69.9,4.8,1.0,yes,78.6
S1131,female,20,graduate,,76.7,6.6,72.0,1.7,1.0,no,80.7
S1132,male,22,high_school,6.0,81.0,6.6,81.5,4.0,,no,85.5
S1133,female,20,high_school,6.4,89.3,7.8,81.6,2.5,5.0,yes,100.0
S1134,female,21,none,8.4,78.2,6.8,64.5,4.9,5.0,yes,76.7
S1135,female,22,graduate,4.5,54.9,6.1,36.1,4.5,2.0,no,56.2
S1136,male,21,graduate,8.1,80.0,7.4,64.1,1.2,4.0,no,87.9
S1137,male,21,high_school,9.4,85.7,6.6,70.9,1.4,4.0,yes,92.8
S1138,female,18,high_school,1.0,63.6,5.4,47.1,4.1,0.0,yes,52.3
S1139,female,20,none,7.2,70.4,6.4,57.9,2.6,4.0,yes,81.5
S1140,female,19,high_school,6.4,71.7,7.9,73.5,2.9,0.0,yes,86.0
S1141,male,19,high_school,5.5,62.4,4.0,50.5,,2.0,no,73.4
S1142,male,21,high_school,5.2,88.0,7.5,73.9,,2.0,yes,86.1
S1143,female,21,graduate,4.5,76.8,6.5,55.2,,4.0,no,72.0
S1144,male,20,post_graduate,4.4,68.0,5.2,53.0,5.5,2.0,no,66.5
S1145,male,19,none,5.2,75.5,6.7,48.1,5.6,2.0,yes,67.6
S1146,male,20,graduate,5.7,71.1,6.9,38.2,5.1,0.0,yes,69.6
S1147,female,22,graduate,1.2,58.0,6.4,36.1,4.5,2.0,yes,57.6
S1148,male,18,graduate,1.0,53.9,4.0,28.6,6.1,1.0,yes,55.1
S1149,male,20,post_graduate,8.8,91.9,8.4,73.8,0.6,5.0,yes,100.0
S1150,female,21,high_school,1.5,64.1,5.5,46.5,6.1,0.0,no,51.5
S1151,female,16,none,3.8,78.3,6.6,46.7,5.1,0.0,no,71.4
S1152,female,18,graduate,1.0,50.0,6.0,25.0,6.1,0.0,no,38.6
S1153,male,19,high_school,,67.8,,55.4,3.3,0.0,no,55.5
S1154,male,19,none,1.1,52.5,6.4,40.9,2.6,1.0,no,44.7
S1155,male,21,high_school,7.5,79.5,7.0,76.7,0.8,1.0,no,85.2
S1156,male,21,high_school,,80.0,5.3,65.5,4.1,3.0,yes,73.2
S1157,male,18,graduate,1.4,64.2,7.1,47.8,4.3,4.0,no,67.5
S1158,male,21,high_school,10.8,100.0,7.0,94.5,1.1,6.0,yes,100.0
S1159,female,16,high_school,9.4,78.3,6.3,83.7,,4.0,yes,86.9
S1160,male,18,high_school,4.7,57.7,6.0,62.0,,4.0,yes,74.6
S1161,male,21,high_school,1.0,50.0,5.5,20.0,8.0,0.0,no,35.9
S1162,female,22,post_graduate,11.4,76.3,7.6,88.3,0.5,4.0,no,100.0
S1163,female,17,none,1.0,55.4,6.2,40.9,3.3,0.0,no,41.3
S1164,male,16,post_graduate,1.0,53.7,4.6,41.0,8.0,1.0,no,48.0
S1165,male,18,graduate,,86.6,6.4,79.7,5.5,5.0,yes,92.9
S1166,female,17,graduate,8.5,100.0,7.6,91.0,1.3,4.0,no,98.9
S1167,male,20,high_school,7.9,79.8,8.7,63.2,0.8,6.0,no,85.0
S1168,female,16,high_school,6.6,74.4,6.7,53.5,4.5,2.0,no,71.9
S1169,female,20,post_graduate,6.3,69.8,7.7,66.6,3.2,5.0,yes,95.4
S1170,male,17,post_graduate,6.5,69.5,,71.2,2.8,2.0,yes,91.4
S1171,female,19,high_school,5.5,80.1,6.5,55.4,4.2,3.0,no,71.4
S1172,male,19,high_school,6.6,62.6,6.4,59.7,4.1,2.0,yes,68.3
S1173,female,21,high_school,3.3,67.7,6.4,62.9,2.5,4.0,no,69.8
S1174,female,19,post_graduate,,61.4,7.0,42.5,3.7,1.0,no,66.8
S1175,female,20,high_school,1.6,66.9,7.2,54.7,5.7,1.0,no,59.7
S1176,male,16,graduate,3.2,81.6,6.6,47.0,4.9,2.0,yes,68.6
S1177,male,20,graduate,1.0,50.0,6.6,42.2,6.3,,no,43.6
S1178,male,20,graduate,4.0,54.2,5.7,48.2,5.2,3.0,no,68.2
S1179,male,19,graduate,4.0,59.1,5.7,29.9,4.8,1.0,no,56.4
S1180,male,20,high_school,3.0,59.1,5.4,33.9,5.5,0.0,no,51.8
S1181,male,17,post_graduate,6.9,73.5,6.8,56.7,0.5,2.0,no,73.7
S1182,female,18,graduate,9.3,80.3,6.9,72.0,1.8,4.0,no,78.3
S1183,female,18,graduate,5.6,77.6,7.5,66.6,3.8,4.0,yes,77.9
S1184,male,18,high_school,1.0,57.2,5.0,34.8,5.4,0.0,no,40.8
S1185,male,21,graduate,1.4,68.4,6.0,38.4,4.6,1.0,yes,59.7
S1186,male,22,high_school,9.3,63.8,7.5,68.5,1.6,1.0,yes,72.0
S1187,female,22,high_school,1.0,57.2,4.4,23.2,6.4,2.0,yes,51.6
S1188,male,19,graduate,5.8,69.5,8.1,55.5,4.9,2.0,no,74.9
S1189,male,22,graduate,7.7,68.2,6.5,62.4,4.3,4.0,yes,89.8
S1190,male,19,graduate,5.3,74.2,4.4,56.6,3.1,1.0,yes,68.1
S1191,female,18,high_school,4.6,66.0,6.7,47.2,3.7,0.0,no,65.4
S1192,female,16,graduate,2.7,56.3,5.9,20.0,5.3,0.0,no,47.5
S1193,female,21,high_school,6.9,68.4,6.1,52.2,4.4,,yes,75.8
S1194,female,18,graduate,4.9,68.5,7.5,63.3,2.9,4.0,no,77.8
S1195,male,20,high_school,1.0,50.0,6.3,21.0,5.5,0.0,no,41.9
S1196,male,22,graduate,3.3,71.0,,46.3,4.5,3.0,yes,75.1
S1197,male,18,post_graduate,6.0,78.0,6.9,70.1,1.7,3.0,no,82.8
S1198,female,22,high_school,3.6,72.8,6.7,77.4,5.5,2.0,yes,76.1
S1199,male,18,high_school,5.0,65.5,8.0,33.5,4.3,2.0,no,54.3
S1200,female,22,graduate,9.1,91.0,6.0,70.9,2.3,3.0,yes,95.2
S1201,male,16,graduate,5.6,68.6,6.7,73.5,4.9,1.0,no,85.1
S1202,male,19,graduate,4.6,61.6,6.3,43.8,2.8,1.0,yes,61.8
S1203,male,22,graduate,5.6,72.4,7.2,51.9,3.1,1.0,no,72.1
S1204,male,19,high_school,8.3,81.6,6.1,60.3,,4.0,yes,88.8
S1205,female,20,high_school,3.7,89.5,5.1,44.5,5.6,1.0,yes,64.7
S1206,female,18,high_school,4.1,77.0,6.6,38.6,3.9,1.0,yes,66.4
S1207,female,17,high_school,2.1,72.3,6.4,55.0,5.4,4.0,no,61.8
S1208,male,20,graduate,4.6,59.3,7.4,26.6,4.1,2.0,yes,61.8
S1209,female,22,none,2.8,50.0,4.8,36.4,6.3,0.0,no,43.8
S1210,male,19,post_graduate,10.1,88.0,8.3,90.1,3.9,3.0,yes,100.0
S1211,male,16,post_graduate,3.7,58.4,7.8,21.8,6.7,0.0,no,47.9
S1212,male,22,post_graduate,1.5,54.4,5.9,35.4,4.7,1.0,no,51.8
S1213,male,19,post_graduate,5.7,61.4,5.1,56.4,5.7,0.0,no,73.9
S1214,male,19,high_school,9.5,82.1,6.6,73.8,3.6,5.0,yes,89.3
S1215,female,22,post_graduate,5.4,69.9,6.4,44.4,5.0,3.0,yes,67.7
S1216,female,16,high_school,10.8,86.5,7.6,85.7,,5.0,yes,96.9
S1217,male,18,none,1.0,65.6,5.7,57.0,6.1,3.0,no,50.7
S1218,male,18,graduate,4.9,68.7,7.9,61.9,3.5,3.0,yes,73.3
S1219,female,22,none,1.8,57.5,5.2,33.5,,1.0,yes,48.4
S1220,male,22,post_graduate,11.4,81.9,6.2,83.0,1.0,8.0,yes,100.0
S1221,female,22,graduate,1.0,72.4,6.8,40.0,4.3,2.0,no,53.7
S1222,male,19,graduate,6.9,73.2,4.8,57.8,3.3,1.0,yes,76.5
S1223,female,22,high_school,8.6,74.5,6.7,73.9,3.1,4.0,no,77.7
S1224,male,20,graduate,7.1,66.7,9.0,45.9,1.5,2.0,yes,72.4
S1225,female,17,none,5.0,91.6,6.4,37.3,5.3,2.0,yes,70.9
S1226,male,22,post_graduate,3.2,60.1,5.5,54.9,0.8,3.0,yes,64.3
S1227,male,20,high_school,3.8,67.0,6.5,50.7,7.2,0.0,no,53.0
S1228,male,21,graduate,6.5,71.9,6.4,46.5,6.0,2.0,no,60.1
S1229,male,20,high_school,8.6,84.4,7.1,51.8,2.5,4.0,yes,82.6
S1230,male,19,none,10.5,99.8,8.1,88.4,1.4,5.0,no,100.0
S1231,female,19,high_school,3.0,78.9,5.4,46.1,5.0,2.0,yes,64.4
S1232,male,17,high_school,1.0,60.4,7.2,41.0,4.9,1.0,no,63.1
S1233,male,17,graduate,3.2,60.7,6.7,54.4,4.3,2.0,no,70.4
S1234,male,17,high_school,14.0,93.7,8.4,92.4,0.7,6.0,yes,100.0
S1235,male,19,high_school,1.1,64.4,5.6,54.7,4.9,3.0,no,51.0
S1236,female,19,graduate,9.4,100.0,8.3,66.5,2.3,5.0,no,100.0
S1237,female,20,high_school,10.7,75.6,7.1,85.5,0.5,5.0,yes,100.0
S1238,female,19,high_school,1.7,74.1,6.4,30.0,4.7,0.0,no,53.2
S1239,male,21,post_graduate,6.7,77.1,6.0,55.2,3.5,4.0,yes,83.9
S1240,male,18,high_school,10.5,93.0,6.5,67.3,2.2,5.0,no,92.0
S1241,male,18,none,4.1,65.4,6.9,57.1,4.2,3.0,yes,62.4
S1242,male,17,high_school,8.8,61.2,6.0,51.3,5.6,2.0,no,69.9
S1243,male,19,high_school,1.0,70.2,5.5,46.1,,0.0,yes,54.7
S1244,female,21,graduate,4.1,65.1,5.5,28.7,5.5,0.0,yes,52.6
S1245,female,18,high_school,3.1,71.3,6.7,42.3,6.3,2.0,yes,59.2
S1246,female,20,graduate,3.1,57.7,5.4,29.0,5.4,0.0,yes,60.8
S1247,male,16,none,,65.5,6.4,59.3,4.2,3.0,yes,72.4
S1248,female,22,high_school,2.0,50.0,6.1,33.5,4.8,1.0,yes,61.7
S1249,female,20,high_school,5.9,78.9,5.1,71.8,5.2,2.0,no,65.5
S1250,male,16,graduate,1.0,57.8,4.5,20.0,5.6,0.0,yes,40.3
S1251,female,21,post_graduate,6.7,65.6,6.9,51.9,5.1,1.0,no,64.4
S1252,male,20,graduate,7.5,74.0,6.3,84.3,2.9,3.0,yes,84.3
S1253,male,18,post_graduate,1.0,50.0,,20.7,5.4,0.0,no,39.4
S1254,male,19,high_school,7.5,61.9,7.5,47.5,4.4,2.0,no,72.0
S1255,male,16,none,8.6,75.7,7.7,75.6,2.2,3.0,no,86.6
S1256,male,19,high_school,2.2,50.0,,32.1,6.2,0.0,no,43.9
S1257,female,21,high_school,7.9,83.4,7.3,71.7,0.5,6.0,yes,84.7
S1258,male,22,high_school,5.0,68.3,7.2,50.3,3.5,2.0,no,76.5
S1259,male,22,none,5.0,50.0,5.7,72.1,4.3,,no,65.3
S1260,female,19,high_school,7.0,85.6,8.4,51.6,2.8,4.0,yes,79.4
S1261,male,18,high_school,6.0,85.6,8.4,44.1,2.7,4.0,yes,82.7
S1262,male,21,none,5.3,64.5,6.5,71.1,3.2,3.0,yes,78.0
S1263,female,22,high_school,5.0,77.6,7.1,69.2,,3.0,yes,79.6
S1264,female,17,post_graduate,4.5,64.1,7.1,33.5,3.5,2.0,no,66.8
S1265,male,17,high_school,6.4,81.2,6.5,48.2,4.2,2.0,yes,68.9
S1266,female,16,graduate,4.4,50.0,5.3,40.5,7.3,1.0,no,58.1
S1267,male,18,graduate,3.4,77.6,7.1,50.9,4.5,3.0,no,64.7
S1268,female,19,high_school,2.2,56.6,6.1,22.2,6.1,0.0,no,40.8
S1269,female,20,high_school,3.5,52.0,6.3,61.8,6.2,2.0,no,64.6
S1270,male,20,high_school,9.1,88.2,6.5,69.2,4.0,4.0,yes,94.8
S1271,male,21,graduate,7.4,91.2,5.7,86.3,4.9,3.0,yes,98.9
S1272,male,16,high_school,5.2,96.8,7.0,76.9,2.7,2.0,yes,92.1
S1273,female,16,high_school,3.6,50.0,6.7,28.6,4.4,1.0,yes,53.9
S1274,female,16,none,5.3,72.4,6.2,60.6,5.3,3.0,yes,64.7
S1275,female,18,post_graduate,6.7,78.9,8.3,66.7,3.4,5.0,yes,99.4
S1276,male,20,high_school,7.4,77.7,6.0,38.5,4.8,3.0,yes,79.4
S1277,female,21,graduate,12.6,81.4,6.8,85.5,3.5,6.0,no,92.9
S1278,male,18,high_school,6.2,63.8,6.6,64.9,3.5,,yes,84.5
S1279,male,21,post_graduate,5.6,65.7,6.5,53.3,4.3,2.0,yes,74.0
S1280,female,18,graduate,5.1,67.5,7.0,47.3,3.2,0.0,no,74.8
S1281,female,19,high_school,4.0,66.2,5.9,68.4,6.4,4.0,yes,70.0
S1282,female,18,post_graduate,4.7,73.7,7.5,53.8,3.8,1.0,yes,86.1
S1283,female,18,graduate,3.5,85.3,8.4,57.2,2.8,2.0,yes,82.8
S1284,female,19,none,8.7,84.4,,76.4,2.4,1.0,yes,94.9
S1285,male,17,high_school,1.0,75.1,7.1,45.2,4.2,2.0,yes,58.2
S1286,female,19,graduate,3.9,60.0,5.0,20.0,4.7,0.0,yes,55.3
S1287,male,16,post_graduate,1.0,50.0,6.4,31.7,5.6,0.0,yes,44.9
S1288,female,22,graduate,6.0,86.0,7.6,66.5,,4.0,no,91.2
S1289,female,17,graduate,,54.1,6.6,38.7,4.4,1.0,yes,59.3
S1290,male,22,graduate,,55.8,5.4,31.6,8.0,0.0,no,53.5
S1291,female,20,high_school,8.1,86.5,4.3,54.1,4.4,2.0,no,75.6
S1292,female,22,graduate,7.5,98.6,7.2,95.8,2.1,4.0,no,100.0
S1293,male,21,none,6.9,58.0,6.0,39.2,5.4,1.0,yes,60.0
S1294,male,18,post_graduate,7.6,71.0,6.1,71.6,5.2,4.0,no,86.2
S1295,female,17,graduate,3.4,81.4,6.6,75.8,1.8,,yes,78.5
S1296,female,20,graduate,,67.7,6.1,43.6,2.6,1.0,yes,66.1
S1297,female,19,high_school,9.8,79.8,6.3,61.2,1.9,1.0,no,80.8
S1298,male,19,high_school,2.9,73.2,5.5,43.5,3.8,3.0,no,60.0
S1299,female,16,high_school,3.9,78.2,6.1,60.3,3.3,3.0,yes,75.1
S1300,female,22,graduate,7.5,75.4,7.6,49.2,3.1,4.0,no,78.5
S1301,female,16,graduate,3.8,61.6,5.6,49.2,5.1,3.0,no,62.1
S1302,male,17,high_school,6.1,77.4,6.6,78.3,2.9,2.0,yes,89.5
S1303,female,22,graduate,4.9,75.1,6.0,57.7,3.3,1.0,yes,75.3
S1304,male,21,post_graduate,1.6,66.9,6.4,26.0,2.3,0.0,no,56.0
S1305,male,18,none,8.0,73.3,7.1,73.0,,8.0,no,82.7
S1306,male,19,high_school,4.3,69.7,4.0,50.9,4.4,0.0,yes,64.3
S1307,male,17,graduate,5.9,69.2,7.3,63.7,3.7,4.0,no,82.5
S1308,male,22,graduate,5.5,63.1,7.6,58.6,2.7,0.0,yes,73.1
S1309,female,17,graduate,10.4,74.8,6.2,73.5,2.1,5.0,yes,100.0
S1310,male,21,graduate,6.2,66.9,6.0,72.4,2.1,5.0,no,72.6
S1311,female,22,post_graduate,3.2,67.6,6.1,73.9,3.9,2.0,no,77.7
S1312,female,17,none,7.7,88.0,6.3,57.7,1.7,2.0,yes,84.9
S1313,male,16,high_school,11.6,77.5,7.4,86.6,1.3,4.0,yes,100.0
S1314,male,21,none,4.9,77.1,5.2,62.5,1.8,0.0,yes,72.2
S1315,male,19,high_school,4.5,64.9,5.6,53.9,3.8,2.0,yes,71.5
S1316,male,22,high_school,2.3,54.8,7.1,20.0,4.5,1.0,yes,55.3
S1317,female,16,high_school,2.3,50.0,5.2,36.2,6.4,,no,41.6
S1318,female,16,post_graduate,2.8,65.2,7.3,40.4,4.9,1.0,no,62.8
S1319,male,21,post_graduate,5.2,62.4,6.5,41.2,4.6,2.0,yes,69.3
S1320,male,21,high_school,8.0,72.5,5.0,41.2,3.3,3.0,no,64.8
S1321,female,17,graduate,5.4,72.4,7.0,51.4,4.4,0.0,no,72.2
S1322,female,20,graduate,5.0,65.7,6.7,58.9,4.2,3.0,yes,73.2
